id,key,value,type
157544027,ele,1,regular
157544027,name,Shingle Landing,regular
157544027,is_in,"New Castle,Delaware,Del.,DE,USA",regular
157544027,place,hamlet,regular
157544027,id,216214,gnis
157544027,Class,Populated Place,gnis
157544027,County,New Castle,gnis
157544027,ST_num,10,gnis
157544027,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157544027,ST_alpha,DE,gnis
157544027,County_num,003,gnis
157544042,ele,94,regular
157544042,Class,Populated Place,gnis
157544042,County,New Castle,gnis
157544042,County_num,003,gnis
157544042,id,217124,gnis
157544042,ST_alpha,DE,gnis
157544042,ST_num,10,gnis
157544042,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157544042,is_in,"New Castle,Delaware,Del.,DE,USA",regular
157544042,name,Mayfield,regular
157544042,place,neighbourhood,regular
157544042,wikidata,Q14685634,regular
157544052,ele,16,regular
157544052,name,Garwood Estates,regular
157544052,is_in,"New Castle,Delaware,Del.,DE,USA",regular
157544052,place,hamlet,regular
157544052,id,215722,gnis
157544052,Class,Populated Place,gnis
157544052,County,New Castle,gnis
157544052,ST_num,10,gnis
157544052,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157544052,ST_alpha,DE,gnis
157544052,County_num,003,gnis
157544228,ele,22,regular
157544228,Class,Populated Place,gnis
157544228,County,Kent,gnis
157544228,County_num,001,gnis
157544228,id,216259,gnis
157544228,ST_alpha,DE,gnis
157544228,ST_num,10,gnis
157544228,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157544228,is_in,"Kent,Delaware,Del.,DE,USA",regular
157544228,name,Wrights Crossroads,regular
157544228,place,hamlet,regular
157544228,wikidata,Q29006855,regular
157546216,ele,31,regular
157546216,name,Limestone Gap,regular
157546216,is_in,"New Castle,Delaware,Del.,DE,USA",regular
157546216,place,hamlet,regular
157546216,id,216934,gnis
157546216,Class,Populated Place,gnis
157546216,County,New Castle,gnis
157546216,ST_num,10,gnis
157546216,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157546216,ST_alpha,DE,gnis
157546216,County_num,003,gnis
157546217,ele,3,regular
157546217,Class,Populated Place,gnis
157546217,County,Sussex,gnis
157546217,County_num,005,gnis
157546217,id,213713,gnis
157546217,ST_alpha,DE,gnis
157546217,ST_num,10,gnis
157546217,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157546217,is_in,"Sussex,Delaware,Del.,DE,USA",regular
157546217,name,Broadkill Beach,regular
157546217,place,hamlet,regular
157546217,wikidata,Q4972204,regular
157546217,wikipedia,"en:Broadkill Beach, Delaware",regular
157546248,ele,8,regular
157546248,name,East Lake Gardens,regular
157546248,is_in,"Kent,Delaware,Del.,DE,USA",regular
157546248,place,hamlet,regular
157546248,id,217450,gnis
157546248,Class,Populated Place,gnis
157546248,County,Kent,gnis
157546248,ST_num,10,gnis
157546248,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157546248,ST_alpha,DE,gnis
157546248,County_num,001,gnis
157546275,ele,6,regular
157546275,name,Hasting Estates Mobile Home Park,regular
157546275,is_in,"Sussex,Delaware,Del.,DE,USA",regular
157546275,place,hamlet,regular
157546275,id,216621,gnis
157546275,Class,Populated Place,gnis
157546275,County,Sussex,gnis
157546275,ST_num,10,gnis
157546275,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157546275,ST_alpha,DE,gnis
157546275,County_num,005,gnis
157546289,ele,56,regular
157546289,name,Arundel,regular
157546289,note,no wikipedia article as of May 2012,regular
157546289,is_in,"New Castle,Delaware,Del.,DE,USA",regular
157546289,place,hamlet,regular
157546289,id,217529,gnis
157546289,Class,Populated Place,gnis
157546289,County,New Castle,gnis
157546289,ST_num,10,gnis
157546289,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157546289,ST_alpha,DE,gnis
157546289,County_num,003,gnis
157546371,ele,18,regular
157546371,Class,Populated Place,gnis
157546371,County,Kent,gnis
157546371,County_num,001,gnis
157546371,id,214279,gnis
157546371,ST_alpha,DE,gnis
157546371,ST_num,10,gnis
157546371,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157546371,is_in,"Kent,Delaware,Del.,DE,USA",regular
157546371,name,Marydel,regular
157546371,place,hamlet,regular
157546371,wikidata,Q6781171,regular
157546371,wikipedia,"en:Marydel, Delaware",regular
157546463,ele,2,regular
157546463,name,Baileys Landing,regular
157546463,is_in,"Sussex,Delaware,Del.,DE,USA",regular
157546463,place,hamlet,regular
157546463,id,216023,gnis
157546463,Class,Populated Place,gnis
157546463,County,Sussex,gnis
157546463,ST_num,10,gnis
157546463,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157546463,ST_alpha,DE,gnis
157546463,County_num,005,gnis
157546464,ele,12,regular
157546464,name,Deerwood,regular
157546464,is_in,"Sussex,Delaware,Del.,DE,USA",regular
157546464,place,hamlet,regular
157546464,id,215531,gnis
157546464,Class,Populated Place,gnis
157546464,County,Sussex,gnis
157546464,ST_num,10,gnis
157546464,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157546464,ST_alpha,DE,gnis
157546464,County_num,005,gnis
157546480,ele,21,regular
157546480,name,Christiana Green,regular
157546480,is_in,"New Castle,Delaware,Del.,DE,USA",regular
157546480,place,hamlet,regular
157546480,id,215749,gnis
157546480,Class,Populated Place,gnis
157546480,County,New Castle,gnis
157546480,ST_num,10,gnis
157546480,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157546480,ST_alpha,DE,gnis
157546480,County_num,003,gnis
157546499,ele,13,regular
157546499,name,Saint George,regular
157546499,is_in,"Sussex,Delaware,Del.,DE,USA",regular
157546499,place,hamlet,regular
157546499,id,216201,gnis
157546499,Class,Populated Place,gnis
157546499,County,Sussex,gnis
157546499,ST_num,10,gnis
157546499,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157546499,ST_alpha,DE,gnis
157546499,County_num,005,gnis
157546516,ele,24,regular
157546516,name,Masonicville,regular
157546516,note,"Appears on ""Wikipedia:List of places in Delaware, but does not have an article of its own.",regular
157546516,is_in,"New Castle,Delaware,Del.,DE,USA",regular
157546516,place,hamlet,regular
157546516,id,216958,gnis
157546516,Class,Populated Place,gnis
157546516,County,New Castle,gnis
157546516,ST_num,10,gnis
157546516,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157546516,ST_alpha,DE,gnis
157546516,County_num,003,gnis
157549474,ele,16,regular
157549474,name,Chelsea Estates,regular
157549474,is_in,"New Castle,Delaware,Del.,DE,USA",regular
157549474,place,hamlet,regular
157549474,id,215702,gnis
157549474,Class,Populated Place,gnis
157549474,County,New Castle,gnis
157549474,ST_num,10,gnis
157549474,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157549474,ST_alpha,DE,gnis
157549474,County_num,003,gnis
157549482,ele,21,regular
157549482,name,Rivers End,regular
157549482,is_in,"New Castle,Delaware,Del.,DE,USA",regular
157549482,place,hamlet,regular
157549482,id,215748,gnis
157549482,Class,Populated Place,gnis
157549482,County,New Castle,gnis
157549482,ST_num,10,gnis
157549482,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157549482,ST_alpha,DE,gnis
157549482,County_num,003,gnis
157549512,ele,56,regular
157549512,name,Montgomery Woods,regular
157549512,is_in,"New Castle,Delaware,Del.,DE,USA",regular
157549512,place,hamlet,regular
157549512,id,215947,gnis
157549512,Class,Populated Place,gnis
157549512,County,New Castle,gnis
157549512,ST_num,10,gnis
157549512,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157549512,ST_alpha,DE,gnis
157549512,County_num,003,gnis
157549517,ele,11,regular
157549517,name,Ross,regular
157549517,is_in,"Sussex,Delaware,Del.,DE,USA",regular
157549517,place,hamlet,regular
157549517,id,216199,gnis
157549517,Class,Populated Place,gnis
157549517,County,Sussex,gnis
157549517,ST_num,10,gnis
157549517,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157549517,ST_alpha,DE,gnis
157549517,County_num,005,gnis
157549531,ele,14,regular
157549531,Class,Populated Place,gnis
157549531,County,Sussex,gnis
157549531,County_num,005,gnis
157549531,id,216206,gnis
157549531,ST_alpha,DE,gnis
157549531,ST_num,10,gnis
157549531,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157549531,is_in,"Sussex,Delaware,Del.,DE,USA",regular
157549531,name,Saulsbury Switch,regular
157549531,place,hamlet,regular
157549531,wikidata,Q7427386,regular
157549547,ele,18,regular
157549547,name,Beechers Lot,regular
157549547,is_in,"New Castle,Delaware,Del.,DE,USA",regular
157549547,place,hamlet,regular
157549547,id,215764,gnis
157549547,Class,Populated Place,gnis
157549547,County,New Castle,gnis
157549547,ST_num,10,gnis
157549547,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157549547,ST_alpha,DE,gnis
157549547,County_num,003,gnis
157550835,ele,17,regular
157550835,name,Hughes Crossroads,regular
157550835,is_in,"Kent,Delaware,Del.,DE,USA",regular
157550835,place,hamlet,regular
157550835,id,216120,gnis
157550835,Class,Populated Place,gnis
157550835,County,Kent,gnis
157550835,ST_num,10,gnis
157550835,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157550835,ST_alpha,DE,gnis
157550835,County_num,001,gnis
157550959,ele,61,regular
157550959,Class,Populated Place,gnis
157550959,County,New Castle,gnis
157550959,County_num,003,gnis
157550959,id,216852,gnis
157550959,ST_alpha,DE,gnis
157550959,ST_num,10,gnis
157550959,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157550959,is_in,"New Castle,Delaware,Del.,DE,USA",regular
157550959,name,Hillendale,regular
157550959,place,hamlet,regular
157550959,wikidata,Q5763053,regular
157551876,ele,116,regular
157551876,name,Zebleys Corner,regular
157551876,is_in,"Delaware,Pennsylvania,Pa.,PA,USA",regular
157551876,place,hamlet,regular
157551876,id,1217379,gnis
157551876,Class,Populated Place,gnis
157551876,County,Delaware,gnis
157551876,ST_num,42,gnis
157551876,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157551876,ST_alpha,PA,gnis
157551876,County_num,045,gnis
157554301,ele,4,regular
157554301,name,Laurel Bend,regular
157554301,is_in,"Kent,Delaware,Del.,DE,USA",regular
157554301,place,hamlet,regular
157554301,id,216263,gnis
157554301,Class,Populated Place,gnis
157554301,County,Kent,gnis
157554301,ST_num,10,gnis
157554301,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157554301,ST_alpha,DE,gnis
157554301,County_num,001,gnis
157554315,ele,12,regular
157554315,Class,Populated Place,gnis
157554315,County,Sussex,gnis
157554315,County_num,005,gnis
157554315,id,213752,gnis
157554315,ST_alpha,DE,gnis
157554315,ST_num,10,gnis
157554315,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157554315,is_in,"Sussex,Delaware,Del.,DE,USA",regular
157554315,name,Cannon,regular
157554315,place,hamlet,regular
157554315,wikidata,Q5032738,regular
157554329,ele,14,regular
157554329,Class,Populated Place,gnis
157554329,County,New Castle,gnis
157554329,County_num,003,gnis
157554329,id,215707,gnis
157554329,ST_alpha,DE,gnis
157554329,ST_num,10,gnis
157554329,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157554329,is_in,"New Castle,Delaware,Del.,DE,USA",regular
157554329,name,Mayview Manor,regular
157554329,place,hamlet,regular
157554329,wikidata,Q6633660,regular
157554329,wikipedia,en:List of places in Delaware,regular
157554933,ele,31,regular
157554933,name,Brandywine Hills,regular
157554933,is_in,"New Castle,Delaware,Del.,DE,USA",regular
157554933,place,hamlet,regular
157554933,id,217578,gnis
157554933,Class,Populated Place,gnis
157554933,County,New Castle,gnis
157554933,ST_num,10,gnis
157554933,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157554933,ST_alpha,DE,gnis
157554933,County_num,003,gnis
157555017,ele,21,regular
157555017,name,The Elms,regular
157555017,is_in,"New Castle,Delaware,Del.,DE,USA",regular
157555017,place,hamlet,regular
157555017,id,215776,gnis
157555017,Class,Populated Place,gnis
157555017,County,New Castle,gnis
157555017,ST_num,10,gnis
157555017,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157555017,ST_alpha,DE,gnis
157555017,County_num,003,gnis
157555031,ele,56,regular
157555031,name,Deacons Walk,regular
157555031,is_in,"New Castle,Delaware,Del.,DE,USA",regular
157555031,place,hamlet,regular
157555031,id,215926,gnis
157555031,Class,Populated Place,gnis
157555031,County,New Castle,gnis
157555031,ST_num,10,gnis
157555031,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157555031,ST_alpha,DE,gnis
157555031,wikipedia,no article as of 2012-12,note
157555031,County_num,003,gnis
157555043,ele,16,regular
157555043,name,Hickman,regular
157555043,is_in,"Caroline,Maryland,Md.,MD,USA",regular
157555043,place,hamlet,regular
157555043,id,584946,gnis
157555043,Class,Populated Place,gnis
157555043,County,Caroline,gnis
157555043,ST_num,24,gnis
157555043,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157555043,ST_alpha,MD,gnis
157555043,County_num,011,gnis
157555053,ele,5,regular
157555053,name,Capitol Green,regular
157555053,is_in,"Kent,Delaware,Del.,DE,USA",regular
157555053,place,hamlet,regular
157555053,id,213754,gnis
157555053,Class,Populated Place,gnis
157555053,County,Kent,gnis
157555053,ST_num,10,gnis
157555053,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157555053,ST_alpha,DE,gnis
157555053,County_num,001,gnis
157555310,ele,5,regular
157555310,Class,Populated Place,gnis
157555310,County,Sussex,gnis
157555310,County_num,005,gnis
157555310,id,216054,gnis
157555310,ST_alpha,DE,gnis
157555310,ST_num,10,gnis
157555310,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157555310,is_in,"Sussex,Delaware,Del.,DE,USA",regular
157555310,name,Bunting,regular
157555310,place,hamlet,regular
157555310,wikidata,Q4997929,regular
157555327,ele,4,regular
157555327,name,Irons Lane Landing,regular
157555327,is_in,"Sussex,Delaware,Del.,DE,USA",regular
157555327,place,neighbourhood,regular
157555327,id,216122,gnis
157555327,Class,Populated Place,gnis
157555327,County,Sussex,gnis
157555327,ST_num,10,gnis
157555327,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157555327,ST_alpha,DE,gnis
157555327,County_num,005,gnis
157555345,ele,16,regular
157555345,name,Schultie Crossroads,regular
157555345,is_in,"Kent,Delaware,Del.,DE,USA",regular
157555345,place,hamlet,regular
157555345,id,216207,gnis
157555345,Class,Populated Place,gnis
157555345,County,Kent,gnis
157555345,ST_num,10,gnis
157555345,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157555345,ST_alpha,DE,gnis
157555345,County_num,001,gnis
157555363,ele,33,regular
157555363,Class,Populated Place,gnis
157555363,County,New Castle,gnis
157555363,County_num,003,gnis
157555363,id,216840,gnis
157555363,ST_alpha,DE,gnis
157555363,ST_num,10,gnis
157555363,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157555363,is_in,"New Castle,Delaware,Del.,DE,USA",regular
157555363,name,Claymont Addition,regular
157555363,place,hamlet,regular
157555363,wikidata,Q5130105,regular
157555393,ele,5,regular
157555393,name,River-view Acres,regular
157555393,is_in,"Sussex,Delaware,Del.,DE,USA",regular
157555393,place,hamlet,regular
157555393,id,215330,gnis
157555393,Class,Populated Place,gnis
157555393,County,Sussex,gnis
157555393,ST_num,10,gnis
157555393,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157555393,ST_alpha,DE,gnis
157555393,County_num,005,gnis
157555408,ele,11,regular
157555408,name,Cedarbrook Acres,regular
157555408,is_in,"Kent,Delaware,Del.,DE,USA",regular
157555408,place,hamlet,regular
157555408,id,217058,gnis
157555408,Class,Populated Place,gnis
157555408,County,Kent,gnis
157555408,ST_num,10,gnis
157555408,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157555408,ST_alpha,DE,gnis
157555408,County_num,001,gnis
157555706,ele,24,regular
157555706,name,Four Seasons Park,regular
157555706,is_in,"New Castle,Delaware,Del.,DE,USA",regular
157555706,place,hamlet,regular
157555706,id,215986,gnis
157555706,Class,Populated Place,gnis
157555706,County,New Castle,gnis
157555706,ST_num,10,gnis
157555706,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157555706,ST_alpha,DE,gnis
157555706,County_num,003,gnis
157555754,ele,14,regular
157555754,name,Scrap Tavern Crossroads,regular
157555754,is_in,"Kent,Delaware,Del.,DE,USA",regular
157555754,place,hamlet,regular
157555754,id,216976,gnis
157555754,Class,Populated Place,gnis
157555754,County,Kent,gnis
157555754,ST_num,10,gnis
157555754,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157555754,ST_alpha,DE,gnis
157555754,County_num,001,gnis
157555775,ele,5,regular
157555775,name,Holly Forest,regular
157555775,is_in,"Sussex,Delaware,Del.,DE,USA",regular
157555775,place,hamlet,regular
157555775,id,215344,gnis
157555775,Class,Populated Place,gnis
157555775,County,Sussex,gnis
157555775,ST_num,10,gnis
157555775,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157555775,ST_alpha,DE,gnis
157555775,County_num,005,gnis
157555790,ele,9,regular
157555790,name,Woods Manor,regular
157555790,is_in,"Kent,Delaware,Del.,DE,USA",regular
157555790,place,hamlet,regular
157555790,id,215575,gnis
157555790,Class,Populated Place,gnis
157555790,County,Kent,gnis
157555790,ST_num,10,gnis
157555790,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157555790,ST_alpha,DE,gnis
157555790,County_num,001,gnis
157555805,ele,12,regular
157555805,name,Beech Haven,regular
157555805,is_in,"Kent,Delaware,Del.,DE,USA",regular
157555805,place,hamlet,regular
157555805,id,217446,gnis
157555805,Class,Populated Place,gnis
157555805,County,Kent,gnis
157555805,ST_num,10,gnis
157555805,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157555805,ST_alpha,DE,gnis
157555805,County_num,001,gnis
157556458,ele,16,regular
157556458,name,Oak Hollow,regular
157556458,is_in,"New Castle,Delaware,Del.,DE,USA",regular
157556458,place,hamlet,regular
157556458,id,215757,gnis
157556458,Class,Populated Place,gnis
157556458,County,New Castle,gnis
157556458,ST_num,10,gnis
157556458,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157556458,ST_alpha,DE,gnis
157556458,County_num,003,gnis
157556469,ele,117,regular
157556469,name,Chalfonte,regular
157556469,is_in,"New Castle,Delaware,Del.,DE,USA",regular
157556469,place,hamlet,regular
157556469,id,215849,gnis
157556469,Class,Populated Place,gnis
157556469,County,New Castle,gnis
157556469,ST_num,10,gnis
157556469,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157556469,ST_alpha,DE,gnis
157556469,County_num,003,gnis
157556505,ele,4,regular
157556505,name,Hazeldell,regular
157556505,is_in,"New Castle,Delaware,Del.,DE,USA",regular
157556505,place,hamlet,regular
157556505,id,216950,gnis
157556505,Class,Populated Place,gnis
157556505,County,New Castle,gnis
157556505,ST_num,10,gnis
157556505,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157556505,ST_alpha,DE,gnis
157556505,County_num,003,gnis
157556521,ele,43,regular
157556521,Class,Populated Place,gnis
157556521,County,New Castle,gnis
157556521,County_num,003,gnis
157556521,id,216833,gnis
157556521,ST_alpha,DE,gnis
157556521,ST_num,10,gnis
157556521,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157556521,is_in,"New Castle,Delaware,Del.,DE,USA",regular
157556521,name,Woodside Hills,regular
157556521,place,hamlet,regular
157556521,wikidata,Q8033337,regular
157556635,ele,3,regular
157556635,Class,Populated Place,gnis
157556635,County,Sussex,gnis
157556635,County_num,005,gnis
157556635,id,214888,gnis
157556635,ST_alpha,DE,gnis
157556635,ST_num,10,gnis
157556635,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157556635,is_in,"Sussex,Delaware,Del.,DE,USA",regular
157556635,name,York Beach,regular
157556635,place,neighbourhood,regular
157556635,wikidata,Q29006854,regular
157557114,ele,4,regular
157557114,name,Hill N Dale,regular
157557114,is_in,"Sussex,Delaware,Del.,DE,USA",regular
157557114,place,hamlet,regular
157557114,id,217337,gnis
157557114,Class,Populated Place,gnis
157557114,County,Sussex,gnis
157557114,ST_num,10,gnis
157557114,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157557114,ST_alpha,DE,gnis
157557114,County_num,005,gnis
157558240,ele,24,regular
157558240,name,Yorkshire,regular
157558240,is_in,"New Castle,Delaware,Del.,DE,USA",regular
157558240,place,hamlet,regular
157558240,id,215984,gnis
157558240,Class,Populated Place,gnis
157558240,County,New Castle,gnis
157558240,ST_num,10,gnis
157558240,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
157558240,ST_alpha,DE,gnis
157558240,County_num,003,gnis
157558357,ele,6,regular
157558357,Class,Populated Place,gnis
157558357,County,New Castle,gnis
157558357,County_num,003,gnis
157558357,id,216920,gnis
157558357,ST_alpha,DE,gnis
157558357,ST_num,10,gnis
157558357,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
