id,version,changeset,timestamp
11752122,3,0,2013-01-27T14:58:21Z
11752146,4,0,2013-01-27T14:58:23Z
11752148,2,0,2013-01-03T20:28:21Z
11752153,2,0,2013-01-27T14:58:23Z
11752174,3,0,2013-01-27T14:58:25Z
11752358,2,0,2013-01-27T14:58:53Z
11752425,2,0,2013-01-03T20:28:22Z
11752429,1,0,2007-11-10T06:42:14Z
11752473,2,0,2013-01-27T14:59:00Z
11752475,2,0,2013-01-27T14:59:01Z
11752499,2,0,2013-01-03T20:28:23Z
11752514,3,0,2013-01-27T14:59:03Z
11752570,3,0,2013-01-27T14:59:06Z
11752572,2,0,2013-01-27T14:59:06Z
11752702,2,0,2013-01-03T20:28:24Z
11752771,2,0,2013-01-27T14:59:20Z
11752792,2,0,2013-01-27T14:59:21Z
11752801,2,0,2013-01-03T20:28:24Z
11752846,2,0,2013-01-03T20:28:25Z
11752916,2,0,2013-01-03T20:28:26Z
11752932,2,0,2013-01-27T14:59:30Z
11752965,2,0,2013-01-03T20:28:26Z
11753099,2,0,2013-01-27T14:59:42Z
11753103,2,0,2013-01-03T20:28:27Z
11753118,3,0,2013-01-27T14:59:43Z
11753126,3,0,2013-05-30T00:58:32Z
11753227,2,0,2013-01-27T14:59:52Z
11753262,2,0,2013-01-03T20:28:29Z
11753267,2,0,2013-01-03T20:28:29Z
11753276,2,0,2013-01-27T14:59:56Z
11753448,2,0,2013-01-27T15:00:11Z
11753449,2,0,2013-01-27T15:00:11Z
11753477,4,0,2015-07-08T14:26:53Z
11753538,2,0,2013-01-27T15:00:17Z
11753547,2,0,2013-01-03T20:28:31Z
11753676,2,0,2013-01-27T15:00:27Z
11753678,2,0,2013-01-27T15:00:27Z
11753746,2,0,2013-01-03T20:28:32Z
11753800,2,0,2013-01-03T20:28:32Z
11753942,3,0,2016-04-14T07:36:33Z
11753952,2,0,2013-01-27T15:00:47Z
11754042,2,0,2013-01-03T20:28:34Z
11754046,2,0,2013-01-03T20:28:34Z
11754142,3,0,2014-01-22T15:45:35Z
11754157,2,0,2013-01-27T15:01:06Z
11754233,2,0,2013-01-27T15:01:12Z
11754237,2,0,2013-01-03T20:28:36Z
11754250,3,0,2013-05-30T00:58:31Z
11754251,2,0,2013-01-03T20:28:37Z
11754289,2,0,2013-01-03T20:28:37Z
11754290,2,0,2013-01-03T20:28:37Z
11754315,2,0,2013-01-03T20:28:38Z
11754317,2,0,2013-01-27T15:01:19Z
11754319,2,0,2013-01-27T15:01:19Z
11754322,3,0,2013-01-03T20:28:38Z
11754327,2,0,2013-01-27T15:01:20Z
11754385,2,0,2013-01-27T15:01:26Z
11754497,3,0,2013-01-27T15:01:37Z
11754510,3,0,2017-12-02T08:32:55Z
11754590,3,0,2013-01-27T15:01:45Z
11754672,6,0,2012-09-21T00:05:07Z
11754681,9,0,2015-06-17T11:08:56Z
11754685,9,0,2015-06-17T11:07:40Z
11754701,5,0,2011-12-20T18:07:45Z
11754808,8,0,2015-06-17T11:07:44Z
11754847,3,0,2011-11-26T02:52:17Z
11754853,3,0,2011-11-26T02:52:18Z
11754880,10,0,2016-12-08T03:52:14Z
11754903,6,0,2012-09-21T00:02:02Z
11754928,9,0,2015-06-17T11:09:12Z
11754987,3,0,2013-01-27T15:02:22Z
11754989,3,0,2013-01-27T15:02:22Z
11755006,7,0,2018-03-02T02:56:12Z
11755031,2,0,2013-01-03T20:28:39Z
11755295,2,0,2013-01-03T20:28:40Z
11755413,2,0,2013-01-03T20:28:41Z
11755515,2,0,2013-01-03T20:28:41Z
11755517,2,0,2013-01-27T15:03:07Z
11755555,2,0,2013-01-03T20:28:42Z
11755640,6,0,2018-05-02T01:55:54Z
11755760,2,0,2013-01-27T15:03:23Z
11755821,2,0,2013-01-27T15:03:26Z
11755859,3,0,2013-01-27T15:03:29Z
11755863,2,0,2013-01-27T15:03:29Z
11755870,5,0,2017-12-01T15:42:43Z
11755907,2,0,2013-01-27T15:03:33Z
11755912,2,0,2013-01-03T20:28:43Z
11755997,2,0,2013-01-03T20:28:43Z
11756089,2,0,2013-01-03T20:28:44Z
11756113,4,0,2018-05-03T21:35:35Z
11756118,2,0,2013-01-27T15:03:47Z
11756222,2,0,2013-01-03T20:28:45Z
11756233,2,0,2013-01-27T15:03:56Z
11756258,2,0,2013-01-03T20:28:45Z
11756308,2,0,2013-01-27T15:04:03Z
11756310,2,0,2013-01-03T20:28:45Z
11756335,2,0,2013-01-03T20:28:46Z
11756347,4,0,2015-02-07T21:44:13Z
11756366,2,0,2013-01-03T20:28:47Z
11756374,2,0,2013-01-03T20:28:47Z
11756386,2,0,2013-01-03T20:28:48Z
11756485,1,0,2007-11-10T07:14:19Z
11756511,4,0,2018-04-17T10:52:11Z
11756565,2,0,2013-01-03T20:28:49Z
11756620,2,0,2013-01-27T15:04:24Z
11756633,2,0,2013-01-27T15:04:25Z
11756670,2,0,2013-01-27T15:04:31Z
11756683,3,0,2013-01-27T15:04:33Z
11756684,2,0,2013-01-03T20:28:49Z
11756710,2,0,2013-01-03T20:28:49Z
11756755,2,0,2013-01-27T15:04:39Z
11756757,2,0,2013-01-27T15:04:40Z
11756786,2,0,2013-01-27T15:04:42Z
11756851,2,0,2013-01-27T15:04:48Z
11756856,2,0,2013-01-27T15:04:49Z
11756876,3,0,2013-09-21T16:30:26Z
11756955,2,0,2013-01-03T20:28:52Z
11756965,3,0,2013-01-27T15:05:03Z
11756994,2,0,2013-01-27T15:05:06Z
11757001,2,0,2013-01-27T15:05:07Z
11757012,2,0,2013-01-03T20:28:52Z
11757050,3,0,2017-08-26T15:39:00Z
11757057,2,0,2013-01-27T15:05:12Z
11757060,2,0,2013-01-27T15:05:13Z
11757085,3,0,2017-08-26T15:38:58Z
11757102,3,0,2013-05-30T00:58:31Z
11757105,2,0,2013-01-27T15:05:19Z
11757119,2,0,2013-01-03T20:28:54Z
11757131,2,0,2013-01-27T15:05:22Z
11757146,2,0,2013-01-27T15:05:24Z
11757148,2,0,2013-01-27T15:05:24Z
11757149,2,0,2013-01-27T15:05:24Z
11757181,2,0,2013-01-03T20:28:55Z
11757190,2,0,2013-01-03T20:28:56Z
11757288,2,0,2013-01-03T20:28:57Z
11757300,2,0,2013-01-27T15:05:40Z
11757317,2,0,2013-01-03T20:28:57Z
11757336,2,0,2013-01-03T20:28:57Z
11757337,2,0,2013-01-03T20:28:58Z
11757349,2,0,2013-01-27T15:05:44Z
11757357,2,0,2013-01-03T20:28:58Z
11757359,3,0,2013-01-27T15:05:46Z
11757389,2,0,2013-01-03T20:28:58Z
11757516,2,0,2013-01-27T15:06:08Z
11757565,2,0,2013-01-27T15:06:14Z
11757566,2,0,2013-01-27T15:06:14Z
11757583,2,0,2013-01-03T20:28:59Z
11757665,2,0,2013-01-03T20:28:59Z
11757820,2,0,2013-01-27T15:06:46Z
11757850,4,0,2017-12-02T08:32:55Z
11757860,2,0,2013-01-03T20:29:01Z
11757877,5,0,2013-01-27T15:06:51Z
11757887,2,0,2013-01-27T15:06:53Z
11757888,2,0,2013-01-03T20:29:02Z
11757891,4,0,2017-12-02T16:17:18Z
11757907,3,0,2013-01-27T15:06:54Z
11757917,2,0,2013-01-03T20:29:02Z
11757948,2,0,2013-01-27T15:06:58Z
11757951,2,0,2013-01-27T15:06:58Z
11758075,3,0,2017-10-12T12:38:47Z
11758103,2,0,2013-01-03T20:29:03Z
11758108,3,0,2017-08-26T15:38:58Z
11758191,2,0,2013-01-03T20:29:05Z
11758197,2,0,2013-01-03T20:29:05Z
11758209,3,0,2014-01-22T15:45:35Z
11758242,25,0,2017-10-30T14:28:13Z
11758286,3,0,2015-07-26T16:16:46Z
11758288,1,0,2007-11-10T07:31:34Z
11758294,2,0,2013-01-03T20:29:05Z
11758348,2,0,2013-01-27T15:07:35Z
11758370,3,0,2018-05-03T21:35:36Z
11758377,2,0,2013-01-03T20:29:06Z
11758380,2,0,2013-01-27T15:07:41Z
11758381,2,0,2013-01-03T20:29:07Z
11758384,3,0,2013-01-27T15:07:41Z
11758399,2,0,2013-01-27T15:07:44Z
11758434,2,0,2013-01-03T20:29:07Z
11758437,3,0,2013-01-27T15:07:49Z
11758445,3,0,2013-01-27T15:07:50Z
11758500,2,0,2013-01-27T15:07:57Z
11758546,2,0,2013-01-27T15:08:00Z
11758550,2,0,2013-01-27T15:08:01Z
11758592,5,0,2017-12-02T07:55:34Z
12111338,5,0,2014-02-15T12:52:13Z
12111548,3,0,2012-10-23T22:54:21Z
12111850,3,0,2015-06-10T14:14:42Z
12111984,2,0,2011-01-23T01:00:08Z
12112534,7,0,2017-01-23T20:15:54Z
12113139,2,0,2012-10-23T22:54:21Z
12113144,2,0,2012-10-23T22:54:21Z
12113720,12,0,2015-01-18T20:40:35Z
12113984,4,0,2015-01-18T20:50:47Z
12114099,7,0,2014-02-15T12:18:44Z
12114405,4,0,2010-10-17T19:20:43Z
12114673,2,0,2012-12-27T04:54:41Z
12114760,3,0,2012-12-31T13:33:20Z
12115246,5,0,2015-01-18T20:40:36Z
12116060,3,0,2012-12-27T04:54:44Z
12116159,2,0,2012-12-31T13:33:26Z
12116667,4,0,2012-12-27T04:54:46Z
12116963,4,0,2012-12-31T13:33:34Z
12117412,2,0,2012-12-31T13:33:36Z
12118407,4,0,2018-04-17T11:26:11Z
12119169,3,0,2012-12-31T13:33:46Z
12119883,2,0,2012-12-31T13:33:50Z
12120129,3,0,2015-05-20T15:21:13Z
12120154,4,0,2016-09-04T02:16:42Z
12120859,17,0,2017-03-30T17:56:05Z
12120870,20,0,2016-08-01T23:34:21Z
12120872,5,0,2018-04-07T01:29:03Z
12120875,3,0,2012-12-27T04:54:54Z
12120905,3,0,2012-12-27T04:54:54Z
12124118,2,0,2009-10-10T04:02:57Z
12125016,3,0,2009-10-10T03:15:32Z
12132686,7,0,2012-12-27T04:54:59Z
12133177,3,0,2012-12-31T13:34:16Z
12134104,4,0,2012-12-27T04:55:00Z
12134971,3,0,2012-12-31T13:34:23Z
12135304,2,0,2009-10-10T04:05:11Z
12135386,2,0,2012-12-31T13:34:25Z
12135398,3,0,2012-12-27T04:55:04Z
12135904,2,0,2012-12-27T04:55:05Z
12136553,3,0,2012-12-31T13:34:28Z
12136828,8,0,2018-04-06T21:44:13Z
12137799,7,0,2014-06-08T22:37:05Z
12138952,7,0,2014-02-15T12:16:26Z
12140459,2,0,2009-10-10T04:03:56Z
12140947,16,0,2016-11-15T10:47:28Z
12141518,25,0,2014-06-03T18:51:41Z
12142048,4,0,2016-08-02T02:44:23Z
12143082,6,0,2014-07-08T16:19:12Z
12143742,11,0,2018-04-06T21:44:13Z
12143752,7,0,2014-02-15T12:37:22Z
12143760,3,0,2010-10-17T19:20:47Z
12148333,5,0,2014-12-08T05:02:39Z
12149016,4,0,2018-04-17T11:26:11Z
12149183,5,0,2017-10-11T13:20:08Z
12149293,2,0,2012-12-31T13:35:05Z
12149557,4,0,2012-12-31T13:35:07Z
12149987,6,0,2014-02-15T12:41:10Z
12150130,6,0,2014-02-15T13:06:22Z
12150736,2,0,2012-12-31T13:35:14Z
12150863,3,0,2012-12-27T04:55:23Z
12151090,3,0,2010-10-17T19:20:46Z
12151397,4,0,2016-09-04T02:32:51Z
12151631,11,0,2018-02-01T11:00:46Z
12151644,2,0,2012-12-31T13:35:21Z
12152567,4,0,2012-12-31T13:35:27Z
12152910,5,0,2015-01-25T19:51:33Z
12153047,4,0,2012-12-27T04:55:26Z
12154197,3,0,2012-12-31T13:35:40Z
12154447,53,0,2017-11-28T23:08:15Z
12154676,2,0,2012-12-31T13:35:43Z
12154744,7,0,2014-02-15T12:39:03Z
12155315,4,0,2012-12-27T04:55:29Z
12155837,3,0,2016-08-14T19:00:58Z
12155969,3,0,2012-12-27T04:55:32Z
12155973,4,0,2012-12-27T04:55:32Z
12155974,4,0,2012-12-27T04:55:33Z
12156470,3,0,2012-12-31T13:35:50Z
12156525,7,0,2016-09-04T02:16:43Z
12157310,17,0,2016-08-02T21:57:37Z
12157334,4,0,2012-12-27T04:55:35Z
12157411,4,0,2014-07-08T16:19:12Z
12157658,9,0,2015-01-20T21:13:24Z
12158322,6,0,2018-04-07T01:29:03Z
12158974,7,0,2015-01-19T08:58:45Z
12159911,2,0,2012-12-27T04:55:39Z
12160100,5,0,2015-01-19T18:23:26Z
12160409,8,0,2015-07-06T17:08:34Z
12160435,5,0,2012-12-31T13:36:15Z
12160576,16,0,2016-12-15T19:00:39Z
12160950,3,0,2012-12-27T04:55:41Z
12161043,2,0,2012-12-31T13:36:21Z
12161660,3,0,2014-12-13T18:44:22Z
12161716,3,0,2014-03-13T18:36:32Z
12162064,2,0,2012-12-31T13:36:28Z
12162065,2,0,2012-12-31T13:36:29Z
14217757,4,0,2015-01-05T16:41:18Z
14217957,7,0,2016-02-04T12:37:52Z
14218575,2,0,2013-01-28T04:30:47Z
14218579,2,0,2013-01-28T04:30:47Z
14219268,2,0,2013-01-28T04:31:05Z
14219273,2,0,2013-01-28T04:31:06Z
14221727,3,0,2012-08-25T00:45:31Z
14221822,2,0,2013-01-28T04:32:07Z
14221916,3,0,2015-06-09T16:46:00Z
14221970,2,0,2013-01-28T04:32:12Z
14222148,5,0,2015-03-25T07:34:31Z
14222462,2,0,2013-01-04T14:56:19Z
14223630,3,0,2013-01-28T04:32:49Z
14223925,14,0,2016-07-14T04:18:07Z
14223947,4,0,2015-01-26T05:11:48Z
14226038,3,0,2014-04-18T22:54:48Z
14226356,3,0,2015-01-25T21:55:34Z
14227875,6,0,2018-04-03T04:41:55Z
14227973,5,0,2015-06-09T16:30:47Z
14229298,6,0,2015-01-05T16:41:27Z
14230178,14,0,2016-02-04T12:45:20Z
14231121,1,0,2007-11-27T03:04:02Z
14231753,2,0,2013-01-28T04:35:58Z
14234386,3,0,2015-06-09T16:30:52Z
14235017,2,0,2013-01-28T04:39:19Z
14235468,2,0,2013-01-28T04:40:29Z
14235942,3,0,2013-01-28T04:41:23Z
14236264,2,0,2013-01-28T04:42:02Z
14236403,3,0,2013-01-28T04:42:20Z
14236512,4,0,2017-10-09T05:52:35Z
14236559,2,0,2013-01-28T04:42:39Z
14236650,2,0,2013-01-28T04:42:52Z
14236729,2,0,2013-01-28T04:43:01Z
14237759,3,0,2014-04-18T22:54:48Z
14238205,2,0,2013-01-28T04:46:10Z
14238408,4,0,2014-04-14T03:53:44Z
14238813,2,0,2013-01-28T04:47:22Z
14240030,3,0,2010-10-14T02:49:27Z
14240224,2,0,2013-01-28T04:50:39Z
14241344,2,0,2013-01-28T04:53:25Z
14241530,2,0,2013-01-04T14:57:22Z
14241929,2,0,2010-10-14T02:56:36Z
14242510,4,0,2015-01-06T06:53:58Z
14242797,4,0,2015-01-15T06:54:03Z
14242876,3,0,2013-02-08T20:52:52Z
14243377,15,0,2016-02-04T12:39:27Z
14243435,8,0,2015-03-25T07:34:54Z
14244602,2,0,2013-01-28T04:54:33Z
14244828,2,0,2013-01-28T04:54:47Z
14244869,2,0,2013-01-28T04:54:50Z
14244977,3,0,2010-02-06T02:38:35Z
14244984,2,0,2010-10-14T02:56:37Z
14245445,3,0,2014-04-18T22:54:48Z
14245447,2,0,2013-01-28T04:55:23Z
14246543,1,0,2007-11-27T05:27:53Z
14247126,3,0,2010-10-14T02:58:28Z
14248175,4,0,2017-10-20T03:32:23Z
14248290,2,0,2013-01-28T04:59:10Z
14248640,5,0,2015-01-05T16:41:16Z
14248837,2,0,2010-10-14T02:56:37Z
14249233,2,0,2013-01-28T05:00:22Z
14249484,1,0,2007-11-27T05:55:24Z
14249955,2,0,2013-01-28T05:01:18Z
14249970,2,0,2010-10-14T02:56:34Z
14250946,2,0,2013-01-28T05:02:52Z
14251003,3,0,2015-02-09T02:00:38Z
14251077,2,0,2013-01-28T05:03:14Z
14251699,3,0,2015-01-09T15:40:46Z
14253109,2,0,2013-01-04T14:58:18Z
14253242,2,0,2013-01-28T05:06:49Z
14253421,2,0,2013-01-28T05:07:08Z
14253463,2,0,2013-01-04T14:58:22Z
14253524,2,0,2013-01-28T05:07:21Z
14254625,2,0,2013-01-28T05:08:44Z
14255053,3,0,2014-04-18T23:03:19Z
14256038,3,0,2013-01-28T05:10:17Z
14257030,3,0,2013-11-25T18:52:45Z
14257191,2,0,2010-10-14T00:24:11Z
14257194,2,0,2013-01-28T05:11:27Z
17208155,4,0,2016-08-08T02:24:24Z
17208157,2,0,2012-12-19T02:45:39Z
17208158,3,0,2013-04-20T14:29:23Z
17208161,2,0,2013-04-20T14:29:23Z
17208163,2,0,2013-04-20T14:29:23Z
17208165,6,0,2013-10-14T15:05:34Z
17208170,2,0,2013-04-20T14:29:24Z
17208175,6,0,2015-06-01T21:24:25Z
17208179,4,0,2015-06-01T21:24:25Z
17208189,2,0,2012-12-22T04:46:32Z
17208191,4,0,2013-07-19T11:48:04Z
17208194,3,0,2015-01-29T18:12:56Z
17208196,2,0,2012-12-21T01:02:55Z
17208197,3,0,2012-12-21T14:50:58Z
17208202,2,0,2011-10-22T15:56:57Z
17208204,2,0,2013-04-20T14:29:25Z
17208207,2,0,2013-04-20T14:29:25Z
17208209,4,0,2015-05-12T21:48:45Z
17208210,2,0,2012-12-29T14:31:38Z
17208211,2,0,2015-05-12T21:19:59Z
17208213,1,0,2007-12-19T13:22:40Z
17208216,1,0,2007-12-19T13:22:41Z
17208221,1,0,2007-12-19T13:22:43Z
17208222,1,0,2007-12-19T13:22:44Z
17208224,3,0,2014-11-21T22:59:42Z
17208225,3,0,2016-06-07T03:54:32Z
17208228,2,0,2016-06-07T03:54:36Z
17208234,7,0,2016-11-25T15:24:33Z
17208241,3,0,2012-10-28T21:31:16Z
17208245,2,0,2015-09-14T14:55:48Z
17208254,1,0,2007-12-19T13:23:07Z
17208255,1,0,2007-12-19T13:23:08Z
17208259,1,0,2007-12-19T13:23:10Z
17208260,1,0,2007-12-19T13:23:11Z
17208262,4,0,2018-02-12T20:27:07Z
17208263,2,0,2015-01-05T00:56:12Z
17208264,2,0,2015-01-05T00:56:12Z
17208274,3,0,2010-11-24T03:17:49Z
17208276,2,0,2016-06-07T13:10:12Z
17208280,2,0,2016-06-07T20:23:50Z
17208286,2,0,2016-06-06T17:05:51Z
17208289,2,0,2016-08-19T19:52:08Z
17208290,1,0,2007-12-19T13:23:30Z
17208292,4,0,2013-10-15T03:52:18Z
17208295,2,0,2016-06-06T17:05:44Z
17208297,2,0,2014-11-21T23:36:57Z
17208299,1,0,2007-12-19T13:23:32Z
17208302,2,0,2016-06-07T20:23:51Z
17208305,1,0,2007-12-19T13:23:34Z
17208306,3,0,2016-06-07T03:54:35Z
17208308,1,0,2007-12-19T13:23:36Z
17208311,3,0,2016-06-07T03:54:36Z
17208313,1,0,2007-12-19T13:23:38Z
17208314,1,0,2007-12-19T13:23:39Z
17208316,2,0,2014-09-10T16:47:22Z
17208317,2,0,2011-11-17T03:17:48Z
17208319,3,0,2011-10-22T15:50:19Z
17208321,2,0,2014-11-21T22:47:11Z
17208325,3,0,2016-06-06T14:59:46Z
17208327,3,0,2012-11-18T01:01:47Z
17208329,2,0,2011-11-19T03:20:17Z
17208333,5,0,2012-10-17T01:32:43Z
17208335,6,0,2013-10-14T16:32:08Z
17208336,3,0,2011-11-14T03:58:05Z
17208338,2,0,2016-06-06T17:05:52Z
17208339,3,0,2011-11-14T03:57:08Z
17208341,2,0,2014-09-30T18:16:12Z
17208344,2,0,2014-11-22T00:04:16Z
17208347,1,0,2007-12-19T13:23:56Z
17208349,2,0,2016-06-07T13:10:15Z
17208356,10,0,2016-11-25T15:22:20Z
17208358,1,0,2007-12-19T13:24:01Z
17208360,1,0,2007-12-19T13:24:02Z
17208364,1,0,2007-12-19T13:24:03Z
17208367,2,0,2016-06-06T17:05:49Z
17208370,3,0,2015-04-27T15:16:28Z
17208371,3,0,2013-06-30T03:52:54Z
17208373,1,0,2007-12-19T13:24:06Z
17208374,2,0,2011-10-22T00:16:35Z
17208375,1,0,2007-12-19T13:24:07Z
17208376,2,0,2018-04-13T12:23:46Z
17208378,1,0,2007-12-19T13:24:09Z
17208380,1,0,2007-12-19T13:24:09Z
17208383,1,0,2007-12-19T13:24:11Z
17208385,3,0,2012-10-17T01:40:56Z
17208389,2,0,2014-09-30T19:44:42Z
17208392,1,0,2007-12-19T13:24:15Z
17208395,1,0,2007-12-19T13:24:16Z
17208396,1,0,2007-12-19T13:24:17Z
17208397,2,0,2016-06-06T18:19:39Z
17208399,1,0,2007-12-19T13:24:19Z
17208401,3,0,2011-11-13T23:26:38Z
17208403,7,0,2018-01-31T21:49:11Z
17208405,2,0,2011-11-13T23:22:54Z
17208406,2,0,2016-06-06T17:05:49Z
17208407,1,0,2007-12-19T13:24:24Z
17208410,1,0,2007-12-19T13:24:25Z
17208415,6,0,2012-10-24T16:55:53Z
17208416,2,0,2012-05-19T01:52:48Z
17208418,2,0,2015-04-27T15:16:29Z
17208419,2,0,2009-07-31T22:14:26Z
17208421,2,0,2016-06-07T20:23:53Z
17208424,3,0,2016-09-26T02:43:54Z
17208426,2,0,2016-06-07T20:23:52Z
17208428,2,0,2016-06-07T20:23:55Z
17208430,2,0,2014-09-30T18:10:40Z
17208433,2,0,2014-09-30T18:10:39Z
17208434,2,0,2015-01-29T20:47:49Z
17208436,1,0,2007-12-19T13:24:34Z
17208438,1,0,2007-12-19T13:24:35Z
17208439,1,0,2007-12-19T13:24:35Z
17208441,2,0,2014-09-30T18:10:40Z
17208443,2,0,2016-04-05T00:35:20Z
17208445,1,0,2007-12-19T13:24:36Z
17208446,2,0,2011-06-22T01:48:42Z
17208449,2,0,2014-11-21T23:29:32Z
17208451,2,0,2014-11-21T23:29:32Z
17208453,2,0,2014-11-21T23:29:32Z
17208455,2,0,2014-11-21T23:29:33Z
17208459,2,0,2016-06-07T20:23:52Z
17208460,2,0,2016-06-07T20:23:51Z
17208461,2,0,2016-06-07T03:54:39Z
17208463,2,0,2016-06-07T20:23:59Z
17208465,1,0,2007-12-19T13:24:45Z
17208469,2,0,2016-06-07T03:54:32Z
17208471,1,0,2007-12-19T13:24:47Z
17208472,1,0,2007-12-19T13:24:48Z
17208474,1,0,2007-12-19T13:24:50Z
17208476,1,0,2007-12-19T13:24:50Z
17208478,2,0,2016-06-07T20:23:57Z
17208480,1,0,2007-12-19T13:24:52Z
17208481,2,0,2016-06-07T03:54:38Z
17208483,2,0,2012-11-19T15:48:29Z
17208485,2,0,2016-06-07T03:54:40Z
17208486,1,0,2007-12-19T13:24:55Z
17208487,1,0,2007-12-19T13:24:55Z
17208489,2,0,2018-03-29T20:45:25Z
17208490,2,0,2016-06-07T04:14:24Z
17208491,1,0,2007-12-19T13:24:57Z
17208492,1,0,2007-12-19T13:24:58Z
17208495,1,0,2007-12-19T13:24:59Z
17208498,1,0,2007-12-19T13:25:00Z
17208500,1,0,2007-12-19T13:25:01Z
17208505,1,0,2007-12-19T13:25:04Z
17208509,1,0,2007-12-19T13:25:05Z
17208511,2,0,2017-12-31T04:12:08Z
17208512,2,0,2011-11-16T04:09:54Z
17208515,1,0,2007-12-19T13:25:07Z
17208516,2,0,2009-11-04T01:53:54Z
17208517,1,0,2007-12-19T13:25:08Z
17208519,4,0,2016-07-02T00:35:16Z
17208526,2,0,2016-06-07T20:23:52Z
17208528,2,0,2016-06-07T03:54:38Z
17208536,2,0,2016-06-07T03:54:39Z
17208538,2,0,2016-06-07T03:54:39Z
17208539,1,0,2007-12-19T13:25:14Z
17208541,2,0,2016-06-07T03:54:37Z
17208543,1,0,2007-12-19T13:25:16Z
17208551,1,0,2007-12-19T13:25:19Z
17208559,4,0,2017-12-31T03:48:37Z
17208566,1,0,2007-12-19T13:25:22Z
17208567,2,0,2016-06-07T13:10:15Z
17208568,2,0,2009-07-31T22:14:32Z
17208571,2,0,2009-07-31T22:14:32Z
17208573,2,0,2009-07-31T22:14:30Z
17208574,2,0,2009-07-31T22:14:30Z
17208576,2,0,2009-07-31T22:14:27Z
17208577,1,0,2007-12-19T13:25:26Z
17208581,2,0,2016-06-07T03:54:34Z
17208582,3,0,2016-06-10T07:13:40Z
17208584,2,0,2016-06-07T13:10:15Z
17208586,2,0,2016-06-07T03:54:36Z
17208591,2,0,2009-07-31T22:14:31Z
17208593,2,0,2009-07-31T22:14:29Z
17208595,2,0,2016-04-04T00:51:24Z
17208597,2,0,2011-11-14T04:01:35Z
17208598,1,0,2007-12-19T13:25:32Z
17208599,1,0,2007-12-19T13:25:33Z
17208600,1,0,2007-12-19T13:25:33Z
17208601,2,0,2015-05-12T21:20:00Z
17208603,6,0,2015-01-05T00:56:12Z
17208605,9,0,2016-11-25T15:27:07Z
17208606,1,0,2007-12-19T13:25:40Z
17208610,1,0,2007-12-19T13:25:40Z
17208611,2,0,2014-03-15T20:34:59Z
17208614,1,0,2007-12-19T13:25:42Z
17208617,2,0,2016-06-07T13:10:14Z
17208620,2,0,2012-11-18T00:49:37Z
17208621,2,0,2016-06-07T13:10:14Z
17208624,1,0,2007-12-19T13:25:46Z
17208626,2,0,2012-12-19T02:54:09Z
17208628,2,0,2015-09-14T05:30:44Z
17208631,1,0,2007-12-19T13:25:49Z
17208632,1,0,2007-12-19T13:25:50Z
17208634,2,0,2011-11-14T04:02:46Z
17208637,2,0,2015-05-12T21:20:00Z
17208641,1,0,2007-12-19T13:25:52Z
17208644,2,0,2015-05-12T21:20:00Z
17208645,10,0,2018-05-11T11:37:19Z
17208647,5,0,2016-11-25T15:27:07Z
17208650,1,0,2007-12-19T13:25:54Z
17208651,2,0,2017-12-31T04:12:08Z
17208654,1,0,2007-12-19T13:25:54Z
17208658,3,0,2012-12-25T16:40:59Z
